description,chance-success
"health: 0.88
strength: 0.87
dexterity: 0.91
perception: 0.95
intelligence: 0.92
charisma: 0.90
stamina: 0.93
<DM>You need to sneak past a group of enemies in a dark alley.</DM>
<Player>I use my perception and dexterity to move silently.</Player>",0.91
"health: 0.93
strength: 0.89
dexterity: 0.92
perception: 0.94
intelligence: 0.93
charisma: 0.88
stamina: 0.96
<DM>You try to escape from an underground cave before it collapses.</DM>
<Player>I use my stamina and strength to make a quick escape.</Player>",0.94
"health: 0.96
strength: 0.94
dexterity: 0.92
perception: 0.95
intelligence: 0.94
charisma: 0.93
stamina: 0.92
<DM>You face off against a skilled archer.</DM>
<Player>I dodge the arrows with my dexterity.</Player>",0.92
"health: 0.89
strength: 0.92
dexterity: 0.93
perception: 0.88
intelligence: 0.91
charisma: 0.94
stamina: 0.90
<DM>You attempt to break open a locked door.</DM>
<Player>I use my strength to force the door open.</Player>",0.94
"health: 0.90
strength: 0.91
dexterity: 0.93
perception: 0.94
intelligence: 0.90
charisma: 0.92
stamina: 0.96
<DM>You attempt to disarm a trap in your path.</DM>
<Player>I carefully disarm the trap with my dexterity.</Player>",0.92
"health: 0.93
strength: 0.96
dexterity: 0.92
perception: 0.95
intelligence: 0.94
charisma: 0.92
stamina: 0.91
<DM>You attempt to solve a complex puzzle.</DM>
<Player>I use my intelligence to solve it logically.</Player>",0.91
"health: 0.88
strength: 0.95
dexterity: 0.92
perception: 0.87
intelligence: 0.90
charisma: 0.94
stamina: 0.92
<DM>You try to start a fire in wet conditions.</DM>
<Player>I use my dexterity to start the fire quickly.</Player>",0.93
"health: 0.94
strength: 0.92
dexterity: 0.96
perception: 0.91
intelligence: 0.93
charisma: 0.95
stamina: 0.94
<DM>You try to climb a steep, slippery mountain.</DM>
<Player>I use my strength and dexterity to climb safely.</Player>",0.92
"health: 0.92
strength: 0.93
dexterity: 0.91
perception: 0.96
intelligence: 0.92
charisma: 0.94
stamina: 0.93
<DM>You attempt to escape a collapsing tunnel.</DM>
<Player>I dash toward the exit with all my strength and stamina.</Player>",0.94
"health: 0.91
strength: 0.93
dexterity: 0.92
perception: 0.94
intelligence: 0.93
charisma: 0.95
stamina: 0.92
<DM>You attempt to read an ancient book.</DM>
<Player>I use my intelligence to decipher the text.</Player>",0.93
"health: 0.93
strength: 0.91
dexterity: 0.94
perception: 0.96
intelligence: 0.93
charisma: 0.92
stamina: 0.95
<DM>You attempt to cut through a tough rope with a knife.</DM>
<Player>I use my dexterity and strength to cut the rope.</Player>",0.94
"health: 0.95
strength: 0.91
dexterity: 0.93
perception: 0.92
intelligence: 0.94
charisma: 0.93
stamina: 0.96
<DM>You attempt to open a stuck window to escape.</DM>
<Player>I use all my strength to force it open.</Player>",0.95
"health: 0.92
strength: 0.90
dexterity: 0.96
perception: 0.91
intelligence: 0.92
charisma: 0.94
stamina: 0.92
<DM>You attempt to jump across a wide gap.</DM>
<Player>I use my strength and dexterity to jump across.</Player>",0.93
"health: 0.94
strength: 0.92
dexterity: 0.94
perception: 0.93
intelligence: 0.90
charisma: 0.91
stamina: 0.96
<DM>You attempt to swim through a dangerous whirlpool.</DM>
<Player>I swim with all my stamina and dexterity to avoid the danger.</Player>",0.95
"health: 0.93
strength: 0.91
dexterity: 0.93
perception: 0.95
intelligence: 0.92
charisma: 0.94
stamina: 0.92
<DM>You attempt to repair a broken machine.</DM>
<Player>I use my intelligence to fix the problem.</Player>",0.94
"health: 0.90
strength: 0.93
dexterity: 0.92
perception: 0.94
intelligence: 0.92
charisma: 0.91
stamina: 0.92
<DM>You try to push open a heavy metal door.</DM>
<Player>I use all my strength to push the door open.</Player>",0.93
"health: 0.75
strength: 0.80
dexterity: 0.70
perception: 0.85
intelligence: 0.78
charisma: 0.73
stamina: 0.77
<DM>You attempt to sneak past a sleeping guard.</DM>
<Player>I use my dexterity and perception to stay quiet and aware.</Player>",0.75
"health: 0.70
strength: 0.72
dexterity: 0.80
perception: 0.75
intelligence: 0.78
charisma: 0.70
stamina: 0.74
<DM>You try to lift a heavy crate.</DM>
<Player>I use my strength to lift it.</Player>",0.78
"health: 0.80
strength: 0.75
dexterity: 0.70
perception: 0.78
intelligence: 0.74
charisma: 0.82
stamina: 0.80
<DM>You attempt to persuade someone to give you information.</DM>
<Player>I use my charisma to convince them.</Player>",0.76
"health: 0.74
strength: 0.70
dexterity: 0.82
perception: 0.80
intelligence: 0.76
charisma: 0.79
stamina: 0.78
<DM>You try to climb a moderately steep hill.</DM>
<Player>I use my dexterity and stamina to climb it.</Player>",0.74
"health: 0.80
strength: 0.77
dexterity: 0.79
perception: 0.71
intelligence: 0.82
charisma: 0.75
stamina: 0.70
<DM>You try to solve a challenging riddle.</DM>
<Player>I rely on my intelligence to solve it.</Player>",0.76
"health: 0.73
strength: 0.75
dexterity: 0.79
perception: 0.72
intelligence: 0.71
charisma: 0.74
stamina: 0.77
<DM>You attempt to jump across a small gap.</DM>
<Player>I use my dexterity to leap across.</Player>",0.72
"health: 0.76
strength: 0.75
dexterity: 0.71
perception: 0.73
intelligence: 0.80
charisma: 0.74
stamina: 0.78
<DM>You try to craft a makeshift tool out of materials you find.</DM>
<Player>I use my intelligence to figure out a solution.</Player>",0.74
"health: 0.79
strength: 0.72
dexterity: 0.75
perception: 0.79
intelligence: 0.70
charisma: 0.80
stamina: 0.74
<DM>You attempt to talk your way past a suspicious merchant.</DM>
<Player>I use my charisma to smooth-talk my way through.</Player>",0.76
"health: 0.75
strength: 0.73
dexterity: 0.80
perception: 0.74
intelligence: 0.76
charisma: 0.77
stamina: 0.79
<DM>You attempt to swim across a river.</DM>
<Player>I use my stamina and dexterity to swim through.</Player>",0.73
"health: 0.72
strength: 0.78
dexterity: 0.74
perception: 0.76
intelligence: 0.71
charisma: 0.80
stamina: 0.77
<DM>You attempt to win a physical challenge in a competition.</DM>
<Player>I use my strength and stamina to compete.</Player>",0.75
"health: 0.80
strength: 0.76
dexterity: 0.79
perception: 0.77
intelligence: 0.74
charisma: 0.75
stamina: 0.80
<DM>You try to break into a locked room.</DM>
<Player>I use my dexterity to pick the lock.</Player>",0.76
"health: 0.74
strength: 0.80
dexterity: 0.70
perception: 0.77
intelligence: 0.72
charisma: 0.75
stamina: 0.79
<DM>You attempt to outrun a threat.</DM>
<Player>I use my stamina to outrun the threat.</Player>",0.74
"health: 0.77
strength: 0.70
dexterity: 0.75
perception: 0.78
intelligence: 0.79
charisma: 0.75
stamina: 0.72
<DM>You try to sneak past a group of enemies.</DM>
<Player>I use my dexterity to stay out of sight.</Player>",0.73
"health: 0.78
strength: 0.75
dexterity: 0.71
perception: 0.80
intelligence: 0.77
charisma: 0.74
stamina: 0.79
<DM>You try to break through a barricade.</DM>
<Player>I use my strength to force the barricade open.</Player>",0.74
"health: 0.73
strength: 0.77
dexterity: 0.80
perception: 0.75
intelligence: 0.74
charisma: 0.75
stamina: 0.78
<DM>You attempt to break a lock using a tool.</DM>
<Player>I use my dexterity and strength to break the lock open.</Player>",0.75
"health: 0.80
strength: 0.75
dexterity: 0.73
perception: 0.78
intelligence: 0.76
charisma: 0.72
stamina: 0.77
<DM>You attempt to decipher an ancient language.</DM>
<Player>I use my intelligence to make sense of the text.</Player>",0.74
"health: 0.76
strength: 0.70
dexterity: 0.80
perception: 0.73
intelligence: 0.79
charisma: 0.75
stamina: 0.72
<DM>You try to track a wild animal through the woods.</DM>
<Player>I use my perception and dexterity to follow the trail.</Player>",0.74
"health: 0.74
strength: 0.72
dexterity: 0.78
perception: 0.76
intelligence: 0.75
charisma: 0.79
stamina: 0.80
<DM>You try to convince a hostile figure to cooperate.</DM>
<Player>I use my charisma to persuade them.</Player>",0.75
"health: 0.77
strength: 0.75
dexterity: 0.76
perception: 0.70
intelligence: 0.78
charisma: 0.79
stamina: 0.74
<DM>You attempt to lift a heavy object.</DM>
<Player>I rely on my strength and dexterity to lift it.</Player>",0.72
"health: 0.80
strength: 0.74
dexterity: 0.75
perception: 0.70
intelligence: 0.77
charisma: 0.76
stamina: 0.75
<DM>You try to escape from a collapsing structure.</DM>
<Player>I use my stamina and strength to make a quick exit.</Player>",0.74
"health: 0.75
strength: 0.70
dexterity: 0.80
perception: 0.70
intelligence: 0.76
charisma: 0.73
stamina: 0.75
<DM>You attempt to scale a moderately steep cliff.</DM>
<Player>I use my strength and dexterity to climb the cliff.</Player>",0.77
"health: 0.78
strength: 0.74
dexterity: 0.72
perception: 0.70
intelligence: 0.79
charisma: 0.76
stamina: 0.74
<DM>You try to bluff your way through a tricky situation.</DM>
<Player>I use my charisma to convince the person.</Player>",0.76
"health: 0.72
strength: 0.76
dexterity: 0.78
perception: 0.79
intelligence: 0.74
charisma: 0.73
stamina: 0.75
<DM>You need to dodge a series of arrows.</DM>
<Player>I use my dexterity to dodge the arrows.</Player>",0.75
"health: 0.80
strength: 0.72
dexterity: 0.75
perception: 0.76
intelligence: 0.78
charisma: 0.71
stamina: 0.79
<DM>You try to solve a difficult puzzle in a tight time limit.</DM>
<Player>I use my intelligence to figure it out quickly.</Player>",0.74
"health: 0.75
strength: 0.78
dexterity: 0.74
perception: 0.73
intelligence: 0.72
charisma: 0.77
stamina: 0.80
<DM>You try to break through a locked door.</DM>
<Player>I use my strength to break it down.</Player>",0.76
"health: 0.71
strength: 0.75
dexterity: 0.77
perception: 0.79
intelligence: 0.74
charisma: 0.73
stamina: 0.75
<DM>You try to sneak past a group of enemies.</DM>
<Player>I use my dexterity and perception to sneak by.</Player>",0.75
"health: 0.76
strength: 0.70
dexterity: 0.74
perception: 0.73
intelligence: 0.72
charisma: 0.75
stamina: 0.77
<DM>You attempt to swim across a fast-moving river.</DM>
<Player>I use my stamina to swim across the river.</Player>",0.72
"health: 0.73
strength: 0.77
dexterity: 0.75
perception: 0.71
intelligence: 0.74
charisma: 0.76
stamina: 0.75
<DM>You try to talk your way out of a tense encounter with a guard.</DM>
<Player>I use my charisma to convince the guard to let me go.</Player>",0.74
"health: 0.77
strength: 0.71
dexterity: 0.75
perception: 0.74
intelligence: 0.78
charisma: 0.73
stamina: 0.79
<DM>You attempt to break free from a trap.</DM>
<Player>I use my strength and dexterity to escape.</Player>",0.75
"health: 0.72
strength: 0.74
dexterity: 0.77
perception: 0.79
intelligence: 0.75
charisma: 0.72
stamina: 0.75
<DM>You attempt to disarm a complex trap.</DM>
<Player>I use my dexterity to carefully disarm it.</Player>",0.74
"health: 0.78
strength: 0.73
dexterity: 0.79
perception: 0.75
intelligence: 0.74
charisma: 0.77
stamina: 0.72
<DM>You need to solve a riddle to escape a room.</DM>
<Player>I use my intelligence to solve the riddle.</Player>",0.75
"health: 0.74
strength: 0.76
dexterity: 0.72
perception: 0.75
intelligence: 0.79
charisma: 0.71
stamina: 0.78
<DM>You try to sprint through an obstacle course.</DM>
<Player>I use my stamina to power through the course.</Player>",0.73
"health: 0.77
strength: 0.75
dexterity: 0.74
perception: 0.76
intelligence: 0.72
charisma: 0.79
stamina: 0.75
<DM>You try to convince a local merchant to lower their prices.</DM>
<Player>I use my charisma to haggle with the merchant.</Player>",0.74
"health: 0.73
strength: 0.74
dexterity: 0.79
perception: 0.77
intelligence: 0.75
charisma: 0.71
stamina: 0.76
<DM>You try to avoid an enemy ambush in the forest.</DM>
<Player>I use my perception to spot the ambush before it's too late.</Player>",0.75
"health: 0.76
strength: 0.72
dexterity: 0.75
perception: 0.78
intelligence: 0.74
charisma: 0.72
stamina: 0.77
<DM>You attempt to jump across a chasm.</DM>
<Player>I use my dexterity to make the jump.</Player>",0.74
"health: 0.79
strength: 0.72
dexterity: 0.75
perception: 0.77
intelligence: 0.75
charisma: 0.76
stamina: 0.73
<DM>You attempt to break down a wooden door.</DM>
<Player>I use my strength to force it open.</Player>",0.74
"health: 0.73
strength: 0.75
dexterity: 0.72
perception: 0.76
intelligence: 0.74
charisma: 0.77
stamina: 0.78
<DM>You try to sneak past an enemy guard in a crowded area.</DM>
<Player>I use my dexterity and perception to blend in with the crowd.</Player>",0.75
"health: 0.74
strength: 0.79
dexterity: 0.75
perception: 0.73
intelligence: 0.74
charisma: 0.72
stamina: 0.75
<DM>You try to lift a heavy barrel over a ledge.</DM>
<Player>I use my strength to lift the barrel.</Player>",0.75
"health: 0.77
strength: 0.74
dexterity: 0.79
perception: 0.75
intelligence: 0.76
charisma: 0.75
stamina: 0.76
<DM>You try to avoid falling into a pit while navigating a rocky area.</DM>
<Player>I use my dexterity to carefully step over the rocks.</Player>",0.76
"health: 0.50
strength: 0.30
dexterity: 0.65
perception: 0.55
intelligence: 0.60
charisma: 0.40
stamina: 0.45
<DM>You attempt to convince a skeptical crowd.</DM>
<Player>I use my charisma to persuade them.</Player>",0.4
"health: 0.58
strength: 0.70
dexterity: 0.35
perception: 0.45
intelligence: 0.65
charisma: 0.75
stamina: 0.55
<DM>You try to navigate a complex maze.</DM>
<Player>I rely on my intelligence and perception to find the way out.</Player>",0.5
"health: 0.47
strength: 0.55
dexterity: 0.50
perception: 0.60
intelligence: 0.75
charisma: 0.60
stamina: 0.70
<DM>You attempt to escape from a pursuit in the forest.</DM>
<Player>I rely on my stamina and dexterity to outrun them.</Player>",0.55
"health: 0.60
strength: 0.35
dexterity: 0.45
perception: 0.50
intelligence: 0.72
charisma: 0.80
stamina: 0.40
<DM>You attempt to win an argument with a skilled orator.</DM>
<Player>I use my intelligence and charisma to outwit them.</Player>",0.45
"health: 0.75
strength: 0.60
dexterity: 0.50
perception: 0.30
intelligence: 0.80
charisma: 0.55
stamina: 0.50
<DM>You try to solve a complex puzzle under time pressure.</DM>
<Player>I use my intelligence and focus to solve it.</Player>",0.55
"health: 0.65
strength: 0.60
dexterity: 0.40
perception: 0.35
intelligence: 0.50
charisma: 0.70
stamina: 0.30
<DM>You attempt to lift a large object.</DM>
<Player>I use my strength and stamina to try and lift it.</Player>",0.35
"health: 0.48
strength: 0.60
dexterity: 0.80
perception: 0.50
intelligence: 0.45
charisma: 0.70
stamina: 0.40
<DM>You attempt to climb a difficult rock face.</DM>
<Player>I use my dexterity and strength to climb it.</Player>",0.4
"health: 0.70
strength: 0.40
dexterity: 0.65
perception: 0.60
intelligence: 0.55
charisma: 0.70
stamina: 0.45
<DM>You attempt to navigate a crowded marketplace.</DM>
<Player>I use my dexterity and charisma to move through the crowd.</Player>",0.5
"health: 0.45
strength: 0.60
dexterity: 0.55
perception: 0.40
intelligence: 0.45
charisma: 0.60
stamina: 0.55
<DM>You attempt to escape from a locked room.</DM>
<Player>I use my strength and perception to break free.</Player>",0.5
"health: 0.55
strength: 0.50
dexterity: 0.45
perception: 0.80
intelligence: 0.60
charisma: 0.65
stamina: 0.45
<DM>You try to stealthily approach a guarded gate.</DM>
<Player>I use my perception and dexterity to sneak past unnoticed.</Player>",0.45
"health: 0.65
strength: 0.55
dexterity: 0.75
perception: 0.60
intelligence: 0.50
charisma: 0.55
stamina: 0.35
<DM>You attempt to run across a narrow bridge over a chasm.</DM>
<Player>I use my dexterity and strength to make it across safely.</Player>",0.55
"health: 0.50
strength: 0.30
dexterity: 0.60
perception: 0.40
intelligence: 0.50
charisma: 0.75
stamina: 0.55
<DM>You attempt to negotiate your way out of trouble with a hostile figure.</DM>
<Player>I use my charisma to de-escalate the situation.</Player>",0.45
"health: 0.58
strength: 0.55
dexterity: 0.45
perception: 0.60
intelligence: 0.75
charisma: 0.40
stamina: 0.35
<DM>You try to lift a heavy object.</DM>
<Player>I use my strength to try and lift it.</Player>",0.4
"health: 0.65
strength: 0.30
dexterity: 0.75
perception: 0.65
intelligence: 0.60
charisma: 0.55
stamina: 0.50
<DM>You try to outwit an opponent in a contest of wits.</DM>
<Player>I rely on my intelligence and perception.</Player>",0.55
"health: 0.60
strength: 0.70
dexterity: 0.60
perception: 0.45
intelligence: 0.50
charisma: 0.40
stamina: 0.60
<DM>You attempt to fight off an aggressive creature.</DM>
<Player>I use my strength and stamina to fight back.</Player>",0.5
"health: 0.55
strength: 0.50
dexterity: 0.60
perception: 0.45
intelligence: 0.70
charisma: 0.75
stamina: 0.40
<DM>You attempt to negotiate with a shady merchant.</DM>
<Player>I use my charisma to strike a deal.</Player>",0.55
"health: 0.50
strength: 0.65
dexterity: 0.40
perception: 0.30
intelligence: 0.60
charisma: 0.70
stamina: 0.50
<DM>You attempt to climb a sheer cliff face.</DM>
<Player>I use my strength and dexterity to climb it.</Player>",0.45
"health: 0.65
strength: 0.60
dexterity: 0.45
perception: 0.30
intelligence: 0.70
charisma: 0.55
stamina: 0.50
<DM>You attempt to lift a large crate onto a shelf.</DM>
<Player>I use my strength to try and lift it.</Player>",0.5
"health: 0.72
strength: 0.55
dexterity: 0.65
perception: 0.50
intelligence: 0.60
charisma: 0.40
stamina: 0.60
<DM>You attempt to run across a battlefield.</DM>
<Player>I rely on my stamina to make it across quickly.</Player>",0.5
"health: 0.33
strength: 0.59
dexterity: 0.45
perception: 0.47
intelligence: 0.52
charisma: 0.68
stamina: 0.60
<DM>You try to run up a steep hill while carrying a heavy load.</DM>
<Player>I rely on my strength and stamina to carry the load.</Player>",0.45
"health: 0.47
strength: 0.37
dexterity: 0.50
perception: 0.59
intelligence: 0.62
charisma: 0.33
stamina: 0.55
<DM>You attempt to solve a riddle under pressure.</DM>
<Player>I use my intelligence to think quickly.</Player>",0.5
"health: 0.59
strength: 0.52
dexterity: 0.41
perception: 0.68
intelligence: 0.47
charisma: 0.33
stamina: 0.55
<DM>You try to break down a door with force.</DM>
<Player>I use my strength to try and break it down.</Player>",0.5
"health: 0.33
strength: 0.55
dexterity: 0.65
perception: 0.40
intelligence: 0.59
charisma: 0.47
stamina: 0.45
<DM>You attempt to escape from a cage using your dexterity.</DM>
<Player>I rely on my dexterity to pick the lock.</Player>",0.45
"health: 0.47
strength: 0.59
dexterity: 0.40
perception: 0.47
intelligence: 0.33
charisma: 0.52
stamina: 0.50
<DM>You try to lift a large weight onto a platform.</DM>
<Player>I use my strength to lift it.</Player>",0.48
"health: 0.59
strength: 0.47
dexterity: 0.59
perception: 0.33
intelligence: 0.45
charisma: 0.50
stamina: 0.41
<DM>You attempt to climb a vertical wall without equipment.</DM>
<Player>I rely on my strength and dexterity to make it up.</Player>",0.52
"health: 0.41
strength: 0.55
dexterity: 0.59
perception: 0.33
intelligence: 0.50
charisma: 0.68
stamina: 0.47
<DM>You attempt to evade a group of enemies chasing you.</DM>
<Player>I rely on my dexterity and stamina to escape.</Player>",0.47
"health: 0.52
strength: 0.50
dexterity: 0.68
perception: 0.41
intelligence: 0.33
charisma: 0.59
stamina: 0.55
<DM>You attempt to jump over a large gap.</DM>
<Player>I use my dexterity and strength to make the leap.</Player>",0.5
"health: 0.45
strength: 0.33
dexterity: 0.50
perception: 0.59
intelligence: 0.47
charisma: 0.41
stamina: 0.68
<DM>You try to run away from a dangerous situation.</DM>
<Player>I rely on my stamina to escape quickly.</Player>",0.52
"health: 0.41
strength: 0.47
dexterity: 0.68
perception: 0.50
intelligence: 0.33
charisma: 0.59
stamina: 0.52
<DM>You try to win a race with several competitors.</DM>
<Player>I rely on my stamina and dexterity to beat the others.</Player>",0.5
"health: 0.33
strength: 0.68
dexterity: 0.47
perception: 0.50
intelligence: 0.59
charisma: 0.41
stamina: 0.45
<DM>You try to convince a tough audience.</DM>
<Player>I use my charisma and intelligence to persuade them.</Player>",0.48
"health: 0.47
strength: 0.59
dexterity: 0.33
perception: 0.50
intelligence: 0.68
charisma: 0.41
stamina: 0.45
<DM>You attempt to break free from ropes.</DM>
<Player>I use my strength and dexterity to escape the ropes.</Player>",0.47
"health: 0.59
strength: 0.50
dexterity: 0.55
perception: 0.47
intelligence: 0.33
charisma: 0.52
stamina: 0.41
<DM>You attempt to solve a logic puzzle under time pressure.</DM>
<Player>I rely on my intelligence to solve it.</Player>",0.5
"health: 0.50
strength: 0.33
dexterity: 0.55
perception: 0.47
intelligence: 0.68
charisma: 0.59
stamina: 0.45
<DM>You try to cross a wide river.</DM>
<Player>I rely on my dexterity and intelligence to navigate it.</Player>",0.5
"health: 0.47
strength: 0.68
dexterity: 0.50
perception: 0.55
intelligence: 0.33
charisma: 0.41
stamina: 0.47
<DM>You attempt to lift a heavy object to a high shelf.</DM>
<Player>I use my strength to try and lift it.</Player>",0.5
"health: 0.33
strength: 0.41
dexterity: 0.47
perception: 0.59
intelligence: 0.50
charisma: 0.68
stamina: 0.55
<DM>You try to climb a tree to escape danger.</DM>
<Player>I rely on my dexterity and stamina to climb it quickly.</Player>",0.48
"health: 0.50
strength: 0.33
dexterity: 0.55
perception: 0.41
intelligence: 0.59
charisma: 0.68
stamina: 0.47
<DM>You attempt to solve a challenging puzzle in a maze.</DM>
<Player>I use my intelligence and perception to solve it.</Player>",0.5
"health: 0.59
strength: 0.50
dexterity: 0.41
perception: 0.47
intelligence: 0.68
charisma: 0.33
stamina: 0.55
<DM>You try to pick a difficult lock in a rush.</DM>
<Player>I rely on my dexterity and intelligence to pick the lock.</Player>",0.52
"health: 0.55
strength: 0.47
dexterity: 0.59
perception: 0.50
intelligence: 0.41
charisma: 0.33
stamina: 0.62
<DM>You try to sprint across a busy street.</DM>
<Player>I rely on my stamina and dexterity to make it across safely.</Player>",0.55
"health: 0.33
strength: 0.50
dexterity: 0.47
perception: 0.59
intelligence: 0.55
charisma: 0.41
stamina: 0.52
<DM>You try to break down a door with force.</DM>
<Player>I rely on my strength to break the door down.</Player>",0.5
"health: 0.62
strength: 0.55
dexterity: 0.50
perception: 0.41
intelligence: 0.47
charisma: 0.47
stamina: 0.33
<DM>You attempt to solve a complex math problem.</DM>
<Player>I rely on my intelligence and perception to solve it.</Player>",0.52
"health: 0.47
strength: 0.55
dexterity: 0.41
perception: 0.50
intelligence: 0.33
charisma: 0.59
stamina: 0.55
<DM>You try to convince a group of NPCs to join you.</DM>
<Player>I use my charisma to persuade them.</Player>",0.55
"health: 0.41
strength: 0.50
dexterity: 0.47
perception: 0.33
intelligence: 0.59
charisma: 0.41
stamina: 0.68
<DM>You try to evade an enemy by stealth.</DM>
<Player>I use my dexterity and stamina to hide and avoid detection.</Player>",0.52
"health: 0.47
strength: 0.59
dexterity: 0.50
perception: 0.41
intelligence: 0.33
charisma: 0.50
stamina: 0.68
<DM>You attempt to overpower an opponent in a duel.</DM>
<Player>I use my strength and stamina to take them down.</Player>",0.55
"health: 0.50
strength: 0.47
dexterity: 0.59
perception: 0.41
intelligence: 0.68
charisma: 0.33
stamina: 0.50
<DM>You try to analyze a complicated document.</DM>
<Player>I rely on my intelligence to understand it.</Player>",0.55
"health: 0.68
strength: 0.55
dexterity: 0.33
perception: 0.50
intelligence: 0.47
charisma: 0.41
stamina: 0.59
<DM>You try to climb a steep hill with heavy gear.</DM>
<Player>I rely on my stamina to climb it quickly.</Player>",0.55
"health: 0.41
strength: 0.59
dexterity: 0.33
perception: 0.47
intelligence: 0.50
charisma: 0.41
stamina: 0.47
<DM>You attempt to break into a secured building.</DM>
<Player>I use my strength to force my way in.</Player>",0.47
"health: 0.47
strength: 0.68
dexterity: 0.50
perception: 0.59
intelligence: 0.41
charisma: 0.33
stamina: 0.41
<DM>You try to lift an enormous weight.</DM>
<Player>I rely on my strength to lift it.</Player>",0.52
"health: 0.41
strength: 0.33
dexterity: 0.59
perception: 0.50
intelligence: 0.55
charisma: 0.68
stamina: 0.47
<DM>You attempt to seduce a guard to gain entry.</DM>
<Player>I use my charisma and intelligence to charm them.</Player>",0.55
"health: 0.47
strength: 0.50
dexterity: 0.55
perception: 0.47
intelligence: 0.33
charisma: 0.59
stamina: 0.33
<DM>You attempt to navigate a tricky obstacle course.</DM>
<Player>I rely on my dexterity to make it through.</Player>",0.47
"health: 0.50
strength: 0.59
dexterity: 0.41
perception: 0.33
intelligence: 0.47
charisma: 0.41
stamina: 0.50
<DM>You try to dodge a series of traps in a dungeon.</DM>
<Player>I rely on my dexterity and stamina to avoid them.</Player>",0.5
"health: 0.55
strength: 0.50
dexterity: 0.33
perception: 0.59
intelligence: 0.47
charisma: 0.50
stamina: 0.41
<DM>You try to solve a puzzle under time pressure.</DM>
<Player>I rely on my intelligence and perception to solve it.</Player>",0.52
"health: 0.41
strength: 0.59
dexterity: 0.50
perception: 0.68
intelligence: 0.33
charisma: 0.47
stamina: 0.47
<DM>You attempt to leap across a gap to reach safety.</DM>
<Player>I rely on my dexterity and stamina to make the leap.</Player>",0.5
"health: 0.47
strength: 0.33
dexterity: 0.47
perception: 0.59
intelligence: 0.50
charisma: 0.41
stamina: 0.68
<DM>You attempt to escape from a locked room.</DM>
<Player>I use my dexterity and stamina to find a way out.</Player>",0.52
"health: 0.50
strength: 0.41
dexterity: 0.47
perception: 0.59
intelligence: 0.33
charisma: 0.50
stamina: 0.41
<DM>You attempt to outrun a pursuing enemy.</DM>
<Player>I rely on my stamina and dexterity to escape.</Player>",0.5
"health: 0.41
strength: 0.50
dexterity: 0.33
perception: 0.59
intelligence: 0.47
charisma: 0.68
stamina: 0.55
<DM>You attempt to make a daring escape from a prison.</DM>
<Player>I rely on my charisma and stamina to trick the guards.</Player>",0.52
"health: 0.50
strength: 0.33
dexterity: 0.59
perception: 0.47
intelligence: 0.50
charisma: 0.47
stamina: 0.41
<DM>You try to escape an ambush in a dark alley.</DM>
<Player>I rely on my dexterity and perception to dodge attacks.</Player>",0.52
"health: 0.41
strength: 0.50
dexterity: 0.68
perception: 0.33
intelligence: 0.55
charisma: 0.59
stamina: 0.47
<DM>You try to talk your way out of a dangerous situation.</DM>
<Player>I rely on my charisma and intelligence to persuade the enemy.</Player>",0.55
"health: 0.47
strength: 0.50
dexterity: 0.47
perception: 0.59
intelligence: 0.33
charisma: 0.41
stamina: 0.50
<DM>You attempt to climb a rope in the dark.</DM>
<Player>I rely on my strength and dexterity to get to the top.</Player>",0.5
"health: 0.59
strength: 0.47
dexterity: 0.50
perception: 0.50
intelligence: 0.33
charisma: 0.41
stamina: 0.68
<DM>You attempt to scale a mountain in a snowstorm.</DM>
<Player>I use my stamina and health to push through the snowstorm.</Player>",0.55
"health: 0.47
strength: 0.33
dexterity: 0.50
perception: 0.55
intelligence: 0.59
charisma: 0.41
stamina: 0.41
<DM>You attempt to solve a riddle while being chased by enemies.</DM>
<Player>I rely on my intelligence and perception to solve it under pressure.</Player>",0.52
"health: 0.50
strength: 0.47
dexterity: 0.41
perception: 0.59
intelligence: 0.33
charisma: 0.50
stamina: 0.41
<DM>You try to resist the influence of a mind control spell.</DM>
<Player>I rely on my perception and strength to break free.</Player>",0.5
"health: 0.59
strength: 0.33
dexterity: 0.50
perception: 0.47
intelligence: 0.47
charisma: 0.50
stamina: 0.33
<DM>You attempt to push a boulder off a cliff.</DM>
<Player>I use my strength to push the boulder over.</Player>",0.52
"health: 0.41
strength: 0.59
dexterity: 0.41
perception: 0.50
intelligence: 0.33
charisma: 0.47
stamina: 0.33
<DM>You attempt to break free from bindings while captured.</DM>
<Player>I use my strength to break the bindings.</Player>",0.47
"health: 0.50
strength: 0.68
dexterity: 0.47
perception: 0.50
intelligence: 0.41
charisma: 0.33
stamina: 0.47
<DM>You attempt to lift a heavy crate onto a high shelf.</DM>
<Player>I use my strength and dexterity to lift it up.</Player>",0.52
"health: 0.33
strength: 0.41
dexterity: 0.68
perception: 0.47
intelligence: 0.50
charisma: 0.59
stamina: 0.50
<DM>You try to escape a trap by solving its mechanism.</DM>
<Player>I rely on my intelligence and dexterity to disable it.</Player>",0.5
"health: 0.50
strength: 0.47
dexterity: 0.33
perception: 0.59
intelligence: 0.50
charisma: 0.41
stamina: 0.55
<DM>You try to intimidate an enemy into backing down.</DM>
<Player>I rely on my charisma and strength to scare them off.</Player>",0.52
